count,points
110,"[{""x"": 335.142, ""y"": 243.785}, {""x"": 326.057, ""y"": 197.603}, {""x"": 310.915, ""y"": 177.161}, {""x"": 287.445, ""y"": 171.104}, {""x"": 249.59, ""y"": 183.218}, {""x"": 238.991, ""y"": 170.347}, {""x"": 235.205, ""y"": 189.274}, {""x"": 208.707, ""y"": 198.36}, {""x"": 171.609, ""y"": 220.315}, {""x"": 151.924, ""y"": 233.186}, {""x"": 149.653, ""y"": 250.599}, {""x"": 144.353, ""y"": 286.94}, {""x"": 152.681, ""y"": 325.552}, {""x"": 161.009, ""y"": 354.322}, {""x"": 188.265, ""y"": 361.893}, {""x"": 208.707, ""y"": 367.95}, {""x"": 253.375, ""y"": 355.836}, {""x"": 300.315, ""y"": 334.637}, {""x"": 331.356, ""y"": 324.795}, {""x"": 343.47, ""y"": 307.382}, {""x"": 332.871, ""y"": 235.457}]"
111,"[{""x"": 335.899, ""y"": 257.413}, {""x"": 329.085, ""y"": 210.473}, {""x"": 317.729, ""y"": 185.489}, {""x"": 301.83, ""y"": 169.59}, {""x"": 250.347, ""y"": 180.189}, {""x"": 238.233, ""y"": 171.104}, {""x"": 235.962, ""y"": 190.789}, {""x"": 204.164, ""y"": 199.117}, {""x"": 166.309, ""y"": 219.558}, {""x"": 151.924, ""y"": 231.672}, {""x"": 146.625, ""y"": 249.842}, {""x"": 142.082, ""y"": 277.098}, {""x"": 150.41, ""y"": 311.924}, {""x"": 156.467, ""y"": 345.237}, {""x"": 191.293, ""y"": 358.864}, {""x"": 210.978, ""y"": 364.921}, {""x"": 276.845, ""y"": 342.965}, {""x"": 329.085, ""y"": 321.767}, {""x"": 341.956, ""y"": 286.94}, {""x"": 335.142, ""y"": 250.599}]"
112,"[{""x"": 332.114, ""y"": 217.287}, {""x"": 313.943, ""y"": 173.375}, {""x"": 285.931, ""y"": 167.319}, {""x"": 251.104, ""y"": 180.946}, {""x"": 244.29, ""y"": 165.804}, {""x"": 232.177, ""y"": 172.618}, {""x"": 235.962, ""y"": 188.517}, {""x"": 195.079, ""y"": 201.388}, {""x"": 167.823, ""y"": 218.801}, {""x"": 148.896, ""y"": 234.7}, {""x"": 148.139, ""y"": 248.328}, {""x"": 142.082, ""y"": 280.883}, {""x"": 155.71, ""y"": 337.666}, {""x"": 161.009, ""y"": 354.322}, {""x"": 210.221, ""y"": 364.921}, {""x"": 323.028, ""y"": 321.767}, {""x"": 339.685, ""y"": 308.139}, {""x"": 342.713, ""y"": 261.956}, {""x"": 330.599, ""y"": 211.23}]"
113,"[{""x"": 338.17, ""y"": 242.271}, {""x"": 323.785, ""y"": 194.574}, {""x"": 310.158, ""y"": 174.132}, {""x"": 285.931, ""y"": 165.804}, {""x"": 251.861, ""y"": 177.161}, {""x"": 235.962, ""y"": 170.347}, {""x"": 234.448, ""y"": 185.489}, {""x"": 186.751, ""y"": 205.931}, {""x"": 162.524, ""y"": 221.83}, {""x"": 149.653, ""y"": 231.672}, {""x"": 147.382, ""y"": 249.842}, {""x"": 144.353, ""y"": 286.94}, {""x"": 153.438, ""y"": 325.552}, {""x"": 157.981, ""y"": 350.536}, {""x"": 195.836, ""y"": 360.379}, {""x"": 213.249, ""y"": 364.921}, {""x"": 313.186, ""y"": 324.038}, {""x"": 334.385, ""y"": 313.438}, {""x"": 341.199, ""y"": 275.584}, {""x"": 335.142, ""y"": 236.214}]"
114,"[{""x"": 329.842, ""y"": 231.672}, {""x"": 319.243, ""y"": 192.303}, {""x"": 307.886, ""y"": 171.104}, {""x"": 281.388, ""y"": 165.804}, {""x"": 248.076, ""y"": 175.647}, {""x"": 235.205, ""y"": 165.804}, {""x"": 232.934, ""y"": 184.732}, {""x"": 198.864, ""y"": 202.902}, {""x"": 147.382, ""y"": 230.915}, {""x"": 144.353, ""y"": 247.571}, {""x"": 139.811, ""y"": 270.284}, {""x"": 149.653, ""y"": 313.438}, {""x"": 157.224, ""y"": 345.994}, {""x"": 170.095, ""y"": 353.565}, {""x"": 193.565, ""y"": 358.107}, {""x"": 217.035, ""y"": 364.164}, {""x"": 301.073, ""y"": 328.58}, {""x"": 338.17, ""y"": 311.924}, {""x"": 338.17, ""y"": 283.912}, {""x"": 329.085, ""y"": 225.615}]"
115,"[{""x"": 329.085, ""y"": 228.644}, {""x"": 318.486, ""y"": 183.975}, {""x"": 298.801, ""y"": 162.776}, {""x"": 257.161, ""y"": 168.076}, {""x"": 245.804, ""y"": 174.89}, {""x"": 240.505, ""y"": 160.505}, {""x"": 229.905, ""y"": 181.703}, {""x"": 192.808, ""y"": 199.117}, {""x"": 142.082, ""y"": 228.644}, {""x"": 146.625, ""y"": 240}, {""x"": 138.297, ""y"": 260.442}, {""x"": 145.11, ""y"": 308.139}, {""x"": 157.224, ""y"": 349.779}, {""x"": 192.808, ""y"": 358.864}, {""x"": 204.921, ""y"": 366.435}, {""x"": 329.085, ""y"": 314.953}, {""x"": 337.413, ""y"": 289.211}, {""x"": 328.328, ""y"": 224.101}]"
116,"[{""x"": 329.085, ""y"": 225.615}, {""x"": 318.486, ""y"": 186.246}, {""x"": 304.858, ""y"": 166.562}, {""x"": 269.274, ""y"": 163.533}, {""x"": 245.047, ""y"": 175.647}, {""x"": 235.205, ""y"": 167.319}, {""x"": 230.662, ""y"": 180.189}, {""x"": 201.893, ""y"": 195.331}, {""x"": 169.338, ""y"": 211.23}, {""x"": 143.596, ""y"": 227.886}, {""x"": 141.325, ""y"": 247.571}, {""x"": 137.539, ""y"": 268.013}, {""x"": 144.353, ""y"": 296.782}, {""x"": 145.11, ""y"": 319.495}, {""x"": 153.438, ""y"": 340.694}, {""x"": 165.552, ""y"": 354.322}, {""x"": 183.722, ""y"": 355.836}, {""x"": 201.893, ""y"": 362.65}, {""x"": 231.42, ""y"": 357.35}, {""x"": 291.23, ""y"": 331.609}, {""x"": 334.385, ""y"": 310.41}, {""x"": 334.385, ""y"": 262.713}, {""x"": 326.057, ""y"": 215.016}]"
117,"[{""x"": 328.328, ""y"": 242.271}, {""x"": 320, ""y"": 197.603}, {""x"": 310.915, ""y"": 171.104}, {""x"": 294.259, ""y"": 162.019}, {""x"": 264.732, ""y"": 162.019}, {""x"": 245.047, ""y"": 171.104}, {""x"": 231.42, ""y"": 166.562}, {""x"": 224.606, ""y"": 183.218}, {""x"": 198.107, ""y"": 195.331}, {""x"": 148.896, ""y"": 221.83}, {""x"": 142.839, ""y"": 241.514}, {""x"": 141.325, ""y"": 264.227}, {""x"": 141.325, ""y"": 299.054}, {""x"": 151.167, ""y"": 333.123}, {""x"": 155.71, ""y"": 346.751}, {""x"": 190.536, ""y"": 359.621}, {""x"": 207.95, ""y"": 362.65}, {""x"": 296.53, ""y"": 327.823}, {""x"": 323.028, ""y"": 311.167}, {""x"": 333.628, ""y"": 298.297}, {""x"": 326.814, ""y"": 236.972}]"
118,"[{""x"": 326.057, ""y"": 230.158}, {""x"": 309.401, ""y"": 171.104}, {""x"": 278.36, ""y"": 157.476}, {""x"": 241.262, ""y"": 172.618}, {""x"": 228.391, ""y"": 165.804}, {""x"": 223.849, ""y"": 183.218}, {""x"": 157.981, ""y"": 215.773}, {""x"": 139.811, ""y"": 228.644}, {""x"": 137.539, ""y"": 251.356}, {""x"": 138.297, ""y"": 308.139}, {""x"": 155.71, ""y"": 354.322}, {""x"": 207.95, ""y"": 361.893}, {""x"": 326.057, ""y"": 309.653}, {""x"": 335.142, ""y"": 267.256}, {""x"": 323.785, ""y"": 221.83}]"
119,"[{""x"": 325.3, ""y"": 227.129}, {""x"": 316.215, ""y"": 186.246}, {""x"": 298.801, ""y"": 165.047}, {""x"": 274.574, ""y"": 162.019}, {""x"": 241.262, ""y"": 171.104}, {""x"": 227.634, ""y"": 162.776}, {""x"": 226.877, ""y"": 180.946}, {""x"": 195.836, ""y"": 196.088}, {""x"": 162.524, ""y"": 213.502}, {""x"": 140.568, ""y"": 226.372}, {""x"": 140.568, ""y"": 240.757}, {""x"": 134.511, ""y"": 255.899}, {""x"": 136.782, ""y"": 303.596}, {""x"": 153.438, ""y"": 351.293}, {""x"": 189.022, ""y"": 361.893}, {""x"": 210.221, ""y"": 363.407}, {""x"": 325.3, ""y"": 307.382}, {""x"": 332.871, ""y"": 272.555}, {""x"": 324.543, ""y"": 221.072}]"
120,"[{""x"": 220.063, ""y"": 180.946}, {""x"": 146.625, ""y"": 221.83}, {""x"": 136.025, ""y"": 239.243}, {""x"": 132.24, ""y"": 261.199}, {""x"": 140.568, ""y"": 320.252}, {""x"": 148.139, ""y"": 345.994}, {""x"": 198.864, ""y"": 363.407}, {""x"": 242.019, ""y"": 349.779}, {""x"": 317.729, ""y"": 308.896}, {""x"": 336.656, ""y"": 289.968}, {""x"": 316.215, ""y"": 196.845}, {""x"": 298.801, ""y"": 159.748}, {""x"": 248.076, ""y"": 158.991}, {""x"": 239.748, ""y"": 171.104}, {""x"": 233.691, ""y"": 158.991}, {""x"": 221.577, ""y"": 165.047}, {""x"": 218.549, ""y"": 181.703}]"
121,"[{""x"": 323.028, ""y"": 225.615}, {""x"": 310.915, ""y"": 184.732}, {""x"": 298.801, ""y"": 162.776}, {""x"": 283.659, ""y"": 158.233}, {""x"": 262.461, ""y"": 159.748}, {""x"": 235.205, ""y"": 171.104}, {""x"": 230.662, ""y"": 159.748}, {""x"": 220.063, ""y"": 165.047}, {""x"": 220.82, ""y"": 179.432}, {""x"": 182.965, ""y"": 197.603}, {""x"": 142.839, ""y"": 222.587}, {""x"": 135.268, ""y"": 244.543}, {""x"": 132.24, ""y"": 273.312}, {""x"": 137.539, ""y"": 310.41}, {""x"": 154.953, ""y"": 348.265}, {""x"": 188.265, ""y"": 355.836}, {""x"": 202.65, ""y"": 363.407}, {""x"": 323.028, ""y"": 304.353}, {""x"": 331.356, ""y"": 271.798}, {""x"": 322.271, ""y"": 219.558}]"
122,"[{""x"": 321.514, ""y"": 221.073}, {""x"": 306.372, ""y"": 175.647}, {""x"": 291.987, ""y"": 157.476}, {""x"": 267.003, ""y"": 157.476}, {""x"": 244.29, ""y"": 165.804}, {""x"": 232.934, ""y"": 171.104}, {""x"": 228.391, ""y"": 160.505}, {""x"": 220.063, ""y"": 180.189}, {""x"": 199.621, ""y"": 189.274}, {""x"": 162.524, ""y"": 208.959}, {""x"": 143.596, ""y"": 224.858}, {""x"": 137.539, ""y"": 240.757}, {""x"": 132.24, ""y"": 255.899}, {""x"": 135.268, ""y"": 287.697}, {""x"": 139.811, ""y"": 307.382}, {""x"": 147.382, ""y"": 334.637}, {""x"": 154.953, ""y"": 346.751}, {""x"": 192.05, ""y"": 356.593}, {""x"": 204.921, ""y"": 361.893}, {""x"": 307.129, ""y"": 308.896}, {""x"": 318.486, ""y"": 299.054}, {""x"": 326.814, ""y"": 289.211}, {""x"": 327.571, ""y"": 268.013}, {""x"": 320.757, ""y"": 215.016}]"
123,"[{""x"": 175.394, ""y"": 201.388}, {""x"": 141.325, ""y"": 224.101}, {""x"": 130.726, ""y"": 264.984}, {""x"": 137.539, ""y"": 314.953}, {""x"": 155.71, ""y"": 351.293}, {""x"": 205.678, ""y"": 364.164}, {""x"": 324.543, ""y"": 297.539}, {""x"": 327.571, ""y"": 255.142}, {""x"": 307.886, ""y"": 177.161}, {""x"": 285.174, ""y"": 153.691}, {""x"": 234.448, ""y"": 171.104}, {""x"": 229.148, ""y"": 160.505}, {""x"": 217.035, ""y"": 163.533}, {""x"": 217.792, ""y"": 179.432}, {""x"": 174.638, ""y"": 202.145}]"
124,"[{""x"": 138.297, ""y"": 222.587}, {""x"": 205.678, ""y"": 182.461}, {""x"": 220.063, ""y"": 180.189}, {""x"": 219.306, ""y"": 157.476}, {""x"": 238.233, ""y"": 168.076}, {""x"": 265.489, ""y"": 155.962}, {""x"": 286.688, ""y"": 157.476}, {""x"": 302.587, ""y"": 168.833}, {""x"": 320, ""y"": 220.315}, {""x"": 327.571, ""y"": 263.47}, {""x"": 323.028, ""y"": 293.754}, {""x"": 267.76, ""y"": 330.852}, {""x"": 202.65, ""y"": 360.379}, {""x"": 147.382, ""y"": 346.751}, {""x"": 132.24, ""y"": 280.883}, {""x"": 132.24, ""y"": 243.785}, {""x"": 139.811, ""y"": 221.83}]"
125,"[{""x"": 322.272, ""y"": 240.757}, {""x"": 304.858, ""y"": 180.189}, {""x"": 293.502, ""y"": 158.233}, {""x"": 268.517, ""y"": 153.691}, {""x"": 232.934, ""y"": 163.533}, {""x"": 219.306, ""y"": 158.991}, {""x"": 217.035, ""y"": 176.404}, {""x"": 198.107, ""y"": 186.246}, {""x"": 164.795, ""y"": 202.145}, {""x"": 139.054, ""y"": 221.073}, {""x"": 135.268, ""y"": 237.729}, {""x"": 130.726, ""y"": 258.17}, {""x"": 133.754, ""y"": 297.539}, {""x"": 144.353, ""y"": 330.095}, {""x"": 151.924, ""y"": 347.508}, {""x"": 180.694, ""y"": 355.836}, {""x"": 203.407, ""y"": 362.65}, {""x"": 254.132, ""y"": 334.637}, {""x"": 294.259, ""y"": 315.71}, {""x"": 320, ""y"": 295.268}, {""x"": 323.785, ""y"": 274.069}, {""x"": 322.271, ""y"": 240}]"
126,"[{""x"": 204.921, ""y"": 180.946}, {""x"": 141.325, ""y"": 220.315}, {""x"": 132.997, ""y"": 243.785}, {""x"": 129.968, ""y"": 256.656}, {""x"": 136.782, ""y"": 305.868}, {""x"": 149.653, ""y"": 341.451}, {""x"": 193.565, ""y"": 358.107}, {""x"": 211.735, ""y"": 357.35}, {""x"": 323.785, ""y"": 295.268}, {""x"": 326.057, ""y"": 245.3}, {""x"": 307.886, ""y"": 180.189}, {""x"": 288.202, ""y"": 151.42}, {""x"": 250.347, ""y"": 155.205}, {""x"": 232.177, ""y"": 166.562}, {""x"": 226.877, ""y"": 156.719}, {""x"": 214.006, ""y"": 159.748}, {""x"": 217.035, ""y"": 176.404}, {""x"": 196.593, ""y"": 183.975}]"
127,"[{""x"": 314.7, ""y"": 213.502}, {""x"": 300.315, ""y"": 165.047}, {""x"": 277.603, ""y"": 148.391}, {""x"": 229.148, ""y"": 164.29}, {""x"": 220.063, ""y"": 155.205}, {""x"": 217.035, ""y"": 173.375}, {""x"": 193.565, ""y"": 186.246}, {""x"": 151.924, ""y"": 209.716}, {""x"": 132.997, ""y"": 225.615}, {""x"": 132.997, ""y"": 241.514}, {""x"": 129.211, ""y"": 264.227}, {""x"": 138.297, ""y"": 323.281}, {""x"": 155.71, ""y"": 349.779}, {""x"": 180.694, ""y"": 352.808}, {""x"": 208.707, ""y"": 361.893}, {""x"": 319.243, ""y"": 295.268}, {""x"": 326.814, ""y"": 264.984}, {""x"": 313.186, ""y"": 206.688}]"
128,"[{""x"": 318.486, ""y"": 218.044}, {""x"": 302.587, ""y"": 175.647}, {""x"": 288.202, ""y"": 156.719}, {""x"": 265.489, ""y"": 153.691}, {""x"": 232.177, ""y"": 165.047}, {""x"": 214.006, ""y"": 154.448}, {""x"": 217.035, ""y"": 175.647}, {""x"": 198.864, ""y"": 185.489}, {""x"": 160.252, ""y"": 204.416}, {""x"": 138.297, ""y"": 224.858}, {""x"": 136.782, ""y"": 240.757}, {""x"": 132.24, ""y"": 255.899}, {""x"": 129.211, ""y"": 283.155}, {""x"": 136.025, ""y"": 305.11}, {""x"": 146.625, ""y"": 333.88}, {""x"": 153.438, ""y"": 346.751}, {""x"": 186.751, ""y"": 354.322}, {""x"": 198.864, ""y"": 359.621}, {""x"": 216.278, ""y"": 355.836}, {""x"": 307.886, ""y"": 305.11}, {""x"": 326.057, ""y"": 286.183}, {""x"": 325.3, ""y"": 251.356}, {""x"": 316.214, ""y"": 212.744}]"
129,"[{""x"": 180.694, ""y"": 196.845}, {""x"": 136.782, ""y"": 223.344}, {""x"": 133.754, ""y"": 249.085}, {""x"": 130.726, ""y"": 277.855}, {""x"": 142.082, ""y"": 324.038}, {""x"": 156.467, ""y"": 351.293}, {""x"": 186.751, ""y"": 358.864}, {""x"": 209.464, ""y"": 358.864}, {""x"": 325.3, ""y"": 292.24}, {""x"": 321.514, ""y"": 215.773}, {""x"": 295.773, ""y"": 155.962}, {""x"": 263.218, ""y"": 149.148}, {""x"": 230.662, ""y"": 163.533}, {""x"": 226.877, ""y"": 152.177}, {""x"": 210.978, ""y"": 157.476}, {""x"": 219.306, ""y"": 176.404}, {""x"": 181.451, ""y"": 196.088}]"
130,"[{""x"": 316.215, ""y"": 213.502}, {""x"": 301.83, ""y"": 162.019}, {""x"": 277.603, ""y"": 152.177}, {""x"": 235.205, ""y"": 164.29}, {""x"": 219.306, ""y"": 155.962}, {""x"": 217.035, ""y"": 174.132}, {""x"": 192.808, ""y"": 184.732}, {""x"": 146.625, ""y"": 213.502}, {""x"": 137.539, ""y"": 223.344}, {""x"": 135.268, ""y"": 243.785}, {""x"": 129.211, ""y"": 259.685}, {""x"": 144.353, ""y"": 328.58}, {""x"": 150.41, ""y"": 343.722}, {""x"": 180.694, ""y"": 354.322}, {""x"": 200.379, ""y"": 359.621}, {""x"": 320, ""y"": 293.754}, {""x"": 326.057, ""y"": 271.041}, {""x"": 313.186, ""y"": 204.416}]"
131,"[{""x"": 317.729, ""y"": 213.502}, {""x"": 307.129, ""y"": 174.132}, {""x"": 290.473, ""y"": 152.934}, {""x"": 269.274, ""y"": 147.634}, {""x"": 229.905, ""y"": 162.019}, {""x"": 217.792, ""y"": 154.448}, {""x"": 214.006, ""y"": 172.618}, {""x"": 181.451, ""y"": 190.032}, {""x"": 147.382, ""y"": 214.259}, {""x"": 136.025, ""y"": 227.129}, {""x"": 135.268, ""y"": 243.028}, {""x"": 131.483, ""y"": 267.256}, {""x"": 138.297, ""y"": 300.568}, {""x"": 150.41, ""y"": 339.937}, {""x"": 167.823, ""y"": 349.779}, {""x"": 184.479, ""y"": 352.808}, {""x"": 198.864, ""y"": 359.621}, {""x"": 316.215, ""y"": 298.297}, {""x"": 326.057, ""y"": 278.612}, {""x"": 326.057, ""y"": 243.028}, {""x"": 315.457, ""y"": 207.445}]"
132,"[{""x"": 219.306, ""y"": 173.375}, {""x"": 191.293, ""y"": 187.76}, {""x"": 136.782, ""y"": 221.83}, {""x"": 136.782, ""y"": 243.028}, {""x"": 132.24, ""y"": 261.199}, {""x"": 139.811, ""y"": 317.224}, {""x"": 153.438, ""y"": 347.508}, {""x"": 187.508, ""y"": 355.836}, {""x"": 208.707, ""y"": 358.864}, {""x"": 324.543, ""y"": 291.483}, {""x"": 328.328, ""y"": 255.899}, {""x"": 307.886, ""y"": 177.161}, {""x"": 283.659, ""y"": 146.12}, {""x"": 247.319, ""y"": 153.691}, {""x"": 233.691, ""y"": 162.019}, {""x"": 219.306, ""y"": 152.934}, {""x"": 217.792, ""y"": 172.619}]"
133,"[{""x"": 316.972, ""y"": 206.688}, {""x"": 300.315, ""y"": 159.748}, {""x"": 279.117, ""y"": 146.877}, {""x"": 233.691, ""y"": 163.533}, {""x"": 219.306, ""y"": 149.905}, {""x"": 217.035, ""y"": 171.861}, {""x"": 188.265, ""y"": 186.246}, {""x"": 142.082, ""y"": 220.315}, {""x"": 134.511, ""y"": 243.785}, {""x"": 131.483, ""y"": 262.713}, {""x"": 144.353, ""y"": 326.309}, {""x"": 157.224, ""y"": 346.751}, {""x"": 186.751, ""y"": 353.565}, {""x"": 204.921, ""y"": 358.864}, {""x"": 316.972, ""y"": 294.511}, {""x"": 327.571, ""y"": 274.069}, {""x"": 323.785, ""y"": 233.943}, {""x"": 316.215, ""y"": 202.902}]"
